ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
795,Colleen Huynh,4,F,Rittermouth,Honduras,2286241179627873,"91377 Amy Way, Woodsshire, CO 64438",2023-03-06,2023-05-06,Churned,4,Occasional Shopper,Barryburgh,Referral,2023-08-22,Yearly,TastyBeverages,Grocery,Beverages,612,2022-10-22,6,2,Look common outside school.
796,Barbara Weaver,36,M,Taylorport,North Macedonia,5401133541776814,"322 Brianna Highway Suite 503, South Thomas, TX 56808",2022-10-03,2023-02-10,Churned,9,Frequent Shopper,Marcusfort,Paid Ads,2023-07-01,Yearly,TastyBeverages,Grocery,Beverages,-49,2021-09-13,-5,4,Attention sign find shake activity.
797,Jordan Miller,150,F,Port Jacquelineland,Hong Kong,2712681262007018,"1880 Young Landing, Nicholsonbury, PA 68271",2022-09-01,2023-05-28,Churned,5,Occasional Shopper,Ferrellberg,Paid Ads,2023-06-02,Yearly,SpeakerPro,Electronics,Speaker,961,2021-10-13,5,2,Least include continue probably show collection situation.
798,William Wang,4,F,Rachelland,Germany,2276635108337755,"USCGC Ray, FPO AP 49907",2023-07-16,2023-08-18,Active,13,High Value,East Sharonhaven,Referral,2023-08-20,Monthly,FreshVegetables,Grocery,Vegetables,-47,2021-10-22,6,1,Seven cover data away best both media.
799,Sean Krueger,1,M,North Jacquelineside,Belarus,2350570673531897,"9477 Michelle Summit, South Margaretview, FL 78202",2022-02-09,2022-07-27,Churned,14,High Value,North Donald,Referral,2023-05-12,Rarely,PhonePro,Electronics,Phone,340,2021-12-04,10,2,Company pass half federal.
800,Edwin Ford,150,M,Bellville,Mismatched Country,2222853894824929,"212 Jessica Pike Apt. 676, Silvafort, IL 27455",2022-11-26,2023-02-24,Churned,4,Occasional Shopper,West Lisabury,Organic Search,2023-07-23,Yearly,,Clothing,Pants,430,2023-05-31,-5,5,Fear along challenge born station.
801,Catherine Fischer,150,M,Rodriguezport,Guyana,5156222451271903,"73458 Gilbert Port, Gregoryberg, NC 77558",2022-07-31,2022-09-14,Churned,9,Frequent Shopper,West Danielberg,Organic Search,2023-02-14,Yearly,FictionTales,Books,Fiction,-3,2020-11-28,-1,3,Statement responsibility main traditional grow television suddenly.
802,Jeffrey Murray,150,M,Jacksonmouth,Cyprus,2367880911099289,"2054 Anderson Route, South Benjaminburgh, SD 18980",2023-01-08,2023-03-24,Churned,10,Frequent Shopper,Lake Carrieton,Paid Ads,2023-03-31,Yearly,ShirtFits,Clothing,Shirt,-29,2022-06-29,-1,4,Usually seek he.
803,Melvin Moore,70,F,Port Jennifer,French Guiana,2540554552476060,"8644 Weber Square, Foxmouth, IN 99947",2021-11-12,2022-08-31,Churned,9,Frequent Shopper,Jerryshire,Paid Ads,2023-06-12,Yearly,JacketFits,Clothing,Jacket,338,2020-12-23,-3,2,Drive everyone force house this quickly.
804,Christine Moreno,150,F,Jacksontown,Guadeloupe,2283363255697167,"5139 Dixon Village Suite 519, North Bradleyside, NH 17233",2023-08-25,2023-08-25,Active,11,High Value,Lake Karenland,Referral,2023-08-25,Monthly,TastyVegetables,Grocery,Vegetables,241,2023-08-05,7,4,Half decade modern modern.
805,Mark Hernandez,150,F,West Franktown,France,5159812306941515,"6308 Andrew Forges Suite 659, Lake Kevin, WA 58969",2021-09-16,2023-06-19,Active,2,Occasional Shopper,Rodriguezberg,Organic Search,2023-07-24,Yearly,ComfortChair,Furniture,Chair,455,2022-02-12,-3,4,However term goal stuff ago lawyer despite.
806,Felicia King,-1,F,West Laurafort,Morocco,2708887220930508,"6586 Jeffrey Pike Apt. 181, Port Kim, KS 46172",2021-11-28,2022-02-16,Churned,1,Occasional Shopper,Gibsonstad,Referral,2023-05-22,Rarely,SofaPlus,Furniture,Sofa,454,2022-02-16,-2,5,Education price provide dog common manage relationship.
807,George Reyes,92,M,Spencermouth,Cambodia,2289927502599477,"8803 Tyler Mission Apt. 861, New Kimberlyhaven, KS 76040",2022-01-31,2022-12-11,Churned,5,Occasional Shopper,East Steveborough,Paid Ads,2023-01-25,Yearly,The Art of Fiction,Books,Fiction,-98,2021-01-20,10,6,Far data rise add agency win.
808,Brian Vega,34,F,New Meaganhaven,Lao People's Democratic Republic,2701227165503563,"04790 Jeffrey Wall Apt. 686, East Nicole, PR 92117",2022-11-13,2022-12-16,Churned,14,High Value,North Christinemouth,Referral,2023-05-23,Yearly,PhonePro,Electronics,Phone,503,2023-05-05,-2,5,Protect must many court.
809,Catherine Ferguson,150,F,Rollinshaven,North Macedonia,5337461474076897,"28113 Swanson View Apt. 226, Sandrahaven, UT 67020",2022-09-12,2023-06-02,Active,11,High Value,East Alexisberg,Paid Ads,2023-08-05,Yearly,ChairDeluxe,Furniture,Chair,600,2021-05-01,9,2,Million information friend approach experience when.
810,Kristine Cruz,2,M,Bettyview,Pitcairn Islands,2232039757713486,"95756 Fisher Garden Apt. 953, Lake Robert, IA 27207",2023-02-13,2023-03-19,Churned,14,High Value,Barrytown,Organic Search,2023-04-21,Yearly,ProLaptop,Electronics,Laptop,981,2021-12-15,9,6,Machine wish structure thus debate.
811,Kristina Stewart,150,M,Port Cynthia,Liechtenstein,2363225844370536,"693 Li Turnpike, Jimenezton, NV 18684",2022-08-24,2023-06-04,Active,13,High Value,Kimberlyberg,Paid Ads,2023-06-24,Yearly,Non-fictionGuide,Books,Non-fiction,703,2022-02-22,1,2,Color same audience clearly star.
812,Ana Andersen,4,F,East Jenny,Central African Republic,2236750747569715,"16088 Thomas Plain Suite 635, New Rachel, AL 55132",2022-12-08,2023-01-04,Churned,8,Frequent Shopper,West Jeffreystad,Organic Search,2023-02-23,Yearly,JacketWear,Clothing,Jacket,-84,2023-02-14,-5,5,Science see team.
813,Adam Smith,150,F,West Barbaraside,Anguilla,2252340431478420,"2404 Jaclyn Avenue, South Aaron, SD 00501",2021-10-17,2022-09-21,Churned,11,High Value,Andrewtown,Organic Search,2023-05-16,Yearly,EducationalGuide,Books,Educational,998,2021-12-08,1,5,Simply human nearly age employee television attorney.
814,William Hanson,3,F,Heathertown,Egypt,5488993983317237,"088 Savannah Place Apt. 132, North Christopherborough, RI 15821",2022-03-06,2022-06-14,Churned,9,Frequent Shopper,Edwardton,Paid Ads,2023-04-22,Rarely,ChairPlus,Furniture,Chair,488,2022-11-16,-3,5,Would democratic customer wonder.
815,Elizabeth Dodson,150,M,Morrisburgh,Iraq,2709274101646082,"50576 Shelia Mountains Apt. 210, Paulamouth, SD 76698",2022-10-11,2022-11-07,Churned,9,Frequent Shopper,Wilsonbury,Paid Ads,2023-02-22,Yearly,TastyVegetables,Grocery,Vegetables,937,2021-03-28,6,4,Animal source federal article every north.
816,Bruce Williams,-4,M,Thomasview,Nepal,2299363427521479,"6331 Thomas Shoals Suite 221, West Thomaschester, MI 75773",2022-08-04,2022-08-05,Churned,11,High Value,Wallburgh,Referral,2023-05-24,Rarely,ComfortChair,Furniture,Chair,161,2021-10-02,-2,4,Trade measure most challenge.
817,Charles Brown,88,F,Lake Daniel,Tajikistan,2300703432669887,"545 Brooks Streets, East Jon, VA 46123",2023-07-09,2023-08-06,Active,8,Frequent Shopper,Lake Aliciamouth,Referral,2023-08-12,Monthly,SofaDeluxe,Furniture,Sofa,582,2020-12-29,2,2,Less check research maybe book enough television.
818,Daniel Dickerson,56,M,South Shelby,Czech Republic,5406870458338980,"139 Johnson Field, West Robertfort, DE 80656",2023-05-19,2023-07-24,Active,15,High Value,South Ronald,Paid Ads,2023-07-30,Yearly,PantsFits,Clothing,Pants,444,2022-06-21,10,3,Employee look full use.
819,Christopher Nelson,1,F,Rileyburgh,United States Minor Outlying Islands,2223153669476149,"16700 Miller Ramp Suite 840, East Kaylaberg, PA 41514",2023-04-06,2023-05-13,Churned,6,Frequent Shopper,South Tanya,Organic Search,2023-06-24,Yearly,JacketWear,Clothing,Jacket,531,2020-10-18,7,0,Happen reality event actually many growth.
820,Robert Rodriguez,85,F,Millerstad,United Arab Emirates,2720596615920859,"88002 Hudson Islands Apt. 199, North Angelatown, MO 30207",2022-09-03,2022-09-28,Churned,13,High Value,Ericburgh,Organic Search,2023-04-26,Yearly,,Furniture,Chair,-82,2021-02-15,-3,0,Admit rock source though ball capital return let.
821,Kenneth Willis,1,F,Sydneyside,Peru,2242922695039619,"USNS Jordan, FPO AE 76827",2023-01-19,2023-05-31,Active,11,High Value,Kevinstad,Paid Ads,2023-06-18,Yearly,The Art of Fiction,Books,Fiction,735,2021-04-22,-4,4,Expect final eight group wide little form.
822,Eric Jenkins,4,F,Brookshaven,Samoa,2719156587969567,"PSC 8874, Box 3843, APO AP 26653",2022-02-24,2023-05-19,Churned,1,Occasional Shopper,Williambury,Organic Search,2023-05-31,Yearly,ChairPlus,Furniture,Chair,555,2021-07-23,-2,5,Throughout sister head stuff civil two.
823,Sylvia Hays,5,F,Brendafurt,Syrian Arab Republic,2536900355074410,"PSC 5365, Box 8514, APO AE 91686",2022-09-12,2023-01-02,Churned,10,Frequent Shopper,Brandonstad,Referral,2023-04-22,Yearly,SofaDeluxe,Furniture,Sofa,911,2021-11-06,0,-1,Serious anything husband why manage.
824,Monique Walker,150,F,West Yolandahaven,Antigua and Barbuda,5510920323665506,"9854 Patrick Island, Port Ronaldton, DC 78921",2022-07-21,2023-02-21,Churned,4,Occasional Shopper,North Christina,Organic Search,2023-03-18,Yearly,SpeakerPro,Electronics,Speaker,-5,2022-03-29,-2,-1,Employee fall today senior.
825,Maria Freeman,150,M,Lake Hannah,United Arab Emirates,2265480515754166,"4841 French Mountain, New Jessicashire, CT 28504",2022-08-05,2023-05-22,Churned,13,High Value,North Carlos,Paid Ads,2023-08-11,Yearly,UltraSpeaker,Electronics,Speaker,382,2023-05-19,5,6,Explain set total let.
826,Michael Morales,-2,M,Wilsonshire,Argentina,2233367437835166,"USCGC Carroll, FPO AA 20749",2022-12-24,2023-05-22,Churned,1,Occasional Shopper,East Philipside,Referral,2023-06-21,Yearly,SpeakerMaster,Electronics,Speaker,986,2020-11-10,-2,-1,Audience subject head item loss join popular.
827,Maria Davis,90,M,West Danielborough,Denmark,2295180341738722,"Unit 4036 Box 5254, DPO AA 72105",2022-06-28,2023-08-21,Active,9,Frequent Shopper,Hoffmanburgh,Organic Search,2023-08-25,Monthly,ChairDeluxe,Furniture,Chair,-14,2022-03-15,-2,5,Thousand deep agreement design understand.
828,Kyle Nunez,150,M,Lindseyfurt,Panama,5218350235026685,"699 David Ford Suite 804, North Kimberly, DE 08845",2021-09-02,2023-03-16,Churned,15,High Value,Mooreton,Organic Search,2023-05-23,Yearly,FreshBeverages,Grocery,Beverages,-39,2021-01-05,-5,6,Meeting happy discussion box safe.
829,Thomas Avery,150,F,Gwendolynchester,Madagascar,2230994204916235,"8558 Linda Estate Apt. 765, Leeborough, SC 78671",2021-11-04,2022-08-14,Churned,7,Frequent Shopper,East Carolynchester,Referral,2023-02-06,Rarely,The Art of Educational,Books,Educational,806,2020-09-19,8,6,Recently program this show song.
830,Keith Weiss,150,F,East Gloriaton,South Georgia and the South Sandwich Islands,2720070399907508,"4109 Allen Lodge, New Michele, CT 08034",2023-04-16,2023-05-09,Churned,6,Frequent Shopper,Isabellaland,Referral,2023-05-22,Yearly,BeveragesBurst,Grocery,Beverages,151,2021-12-07,2,-1,Understand work Congress trip fine tax where training.
831,Jennifer Bennett,150,M,Heatherland,Holy See (Vatican City State),2225416304918942,"885 Nancy Ways, Paulmouth, OR 42362",2022-12-28,2023-03-05,Churned,11,High Value,East David,Paid Ads,2023-07-17,Yearly,LaptopPro,Electronics,Laptop,450,2021-11-10,4,0,Address almost high worker right artist firm.
832,Julia Mahoney,150,F,Bakerview,Anguilla,5465929492308090,"4519 Jose Tunnel Apt. 963, East Michaelport, IL 32158",2022-10-09,2023-02-04,Churned,14,High Value,Johnsonburgh,Referral,2023-07-03,Yearly,EducationalGuide,Books,Educational,318,2021-11-21,4,1,Probably building by necessary.
833,Darrell Kennedy,28,M,Austinfort,French Polynesia,5386004522945489,"3431 Brady Forges Suite 396, Brettland, WA 55497",2021-12-27,2023-01-28,Churned,6,Frequent Shopper,West Joseph,Paid Ads,2023-07-24,Yearly,Non-fictionTales,Books,Non-fiction,628,2023-01-09,5,-1,Garden peace shake simple one election none despite.
834,Joshua Anderson,30,M,Frankport,Greenland,2720716737508354,"1014 Wright Circles Apt. 089, New Justinburgh, PA 21554",2023-08-25,2023-08-25,Active,13,High Value,Smithstad,Organic Search,2023-08-25,Monthly,FictionTales,Books,Fiction,332,2021-09-17,-1,6,Practice effect note guy everybody.
835,Brent Graham,57,F,Lake Brian,Mexico,2263196179986918,"3301 Neal Garden Suite 719, New Michaelside, MD 68374",2023-07-20,2023-08-21,Active,2,Occasional Shopper,Lake Deniseberg,Referral,2023-08-24,Monthly,UltraLaptop,Electronics,Laptop,-37,2021-12-27,-2,4,Stop measure participant past top.
836,Linda Scott,34,F,West Michaelbury,Russian Federation,5474220338788482,"21981 Ramirez Road Suite 244, Bakerton, FM 30457",2022-03-06,2023-05-14,Churned,15,High Value,Bellberg,Organic Search,2023-08-21,Yearly,BeveragesBurst,Grocery,Beverages,-38,2021-01-07,8,-1,Strong choose former particularly.
837,Marcus Holland,150,F,Brandonbury,Saint Helena,5587262088913005,"50145 Herrera Greens, Wendyborough, ID 32331",2022-04-08,2023-05-19,Churned,13,High Value,New Lisa,Referral,2023-08-21,Yearly,BeveragesBurst,Grocery,Beverages,-19,2020-11-11,10,2,Education while Republican peace various.
838,Andrew Young,1,F,Davisfort,Iran,2509740096073989,"0009 Smith Plains Apt. 793, Shellyland, SD 63997",2022-08-26,2023-05-30,Active,4,Occasional Shopper,New Andreafort,Paid Ads,2023-06-14,Yearly,JacketFits,Clothing,Jacket,-74,2022-12-31,9,2,Start million federal.
839,Jerome Poole,21,M,North Sara,Comoros,5516158338782065,"13071 Tamara Pass, Saramouth, WA 02164",2023-06-07,2023-07-28,Active,15,High Value,Adamston,Paid Ads,2023-07-30,Monthly,JacketFits,Clothing,Jacket,-41,2021-07-17,-4,0,Phone important choose project.
840,Wendy Gonzalez,150,F,Lucasville,Mismatched Country,5515499666711834,"90228 Denise Dam Apt. 532, Ramirezhaven, OR 32960",2022-11-19,2022-12-29,Churned,4,Occasional Shopper,West Justin,Paid Ads,2023-06-12,Yearly,,Electronics,Laptop,-3,2022-12-12,-5,2,Common blue contain home fish citizen.
841,Jordan Davies,56,F,New Mauriceton,Guadeloupe,2372779456534853,"44038 Elizabeth Plaza Apt. 188, Robertburgh, ND 20256",2023-06-11,2023-07-09,Active,3,Occasional Shopper,Port Lisamouth,Referral,2023-08-13,Yearly,JacketFits,Clothing,Jacket,202,2021-11-20,10,5,Detail economy outside knowledge idea.
842,Dawn Alvarado,150,F,Davismouth,Jordan,2492758539383475,"4501 Rachel Station, New Jason, VA 41445",2023-05-17,2023-07-13,Active,4,Occasional Shopper,New Edwardfurt,Paid Ads,2023-08-10,Yearly,EducationalGuide,Books,Educational,-23,2022-10-28,9,6,Area question set compare unit.
843,Natalie Smith,39,M,Lake Jeffreytown,Grenada,2257049230592076,"877 Melissa Union Suite 163, South Andrew, WI 20013",2023-05-19,2023-08-23,Active,12,High Value,Goodmanbury,Paid Ads,2023-08-23,Monthly,FreshBeverages,Grocery,Beverages,-11,2022-04-02,9,5,Term lead speak operation relate.
844,Jessica Hartman,68,M,Montgomeryberg,Azerbaijan,2275150664521447,"Unit 1162 Box 7479, DPO AA 36403",2022-02-03,2022-03-01,Churned,4,Occasional Shopper,East Anthonymouth,Referral,2022-10-17,Rarely,ChairPlus,Furniture,Chair,-87,2022-07-29,3,-1,It worry market glass name.
845,Theresa Brewer,47,F,Lake Susanbury,Saint Vincent and the Grenadines,2368115928033545,"8217 Alexis Mountains Suite 492, New Danielleland, ND 18635",2022-11-19,2023-08-11,Active,9,Frequent Shopper,Pageborough,Referral,2023-08-11,Monthly,ComfortTable,Furniture,Table,-36,2022-05-10,-4,0,Test by defense fine news.
846,Danielle Bell,150,F,West Ericachester,Montserrat,2291226694447165,"99052 Ryan Well, Jessicabury, ME 50937",2023-02-01,2023-07-12,Active,8,Frequent Shopper,North Christopher,Organic Search,2023-08-24,Yearly,LaptopPro,Electronics,Laptop,392,2021-06-24,-4,1,Measure me need itself strong they over.
847,Robin Sampson,1,M,Keithhaven,Azerbaijan,2718724271259727,"41315 Smith Shores Suite 254, Lake Joel, CO 40326",2022-06-12,2023-07-09,Active,7,Frequent Shopper,Johnland,Organic Search,2023-07-30,Yearly,ComfortTable,Furniture,Table,-40,2023-08-17,6,5,Expect no finish citizen since effect send though.
848,Megan Estrada,-1,M,Susanhaven,Hong Kong,2700911719364108,"PSC 3747, Box 0780, APO AE 70941",2023-05-03,2023-05-27,Churned,6,Frequent Shopper,East Bruceberg,Organic Search,2023-08-12,Yearly,ChairPlus,Furniture,Chair,412,2021-01-04,-1,5,Mother age body.
849,Lauren Hawkins DVM,41,F,West Monica,Kenya,2262764637177866,"7298 Cunningham Key Apt. 925, New Matthew, AR 96816",2022-08-17,2023-02-06,Churned,3,Occasional Shopper,North Drewtown,Paid Ads,2023-02-13,Yearly,The Art of Non-fiction,Books,Non-fiction,850,2022-11-10,5,6,Trial culture movement must personal us.
850,Rhonda Rivas,-5,F,Monroeberg,Solomon Islands,2226014294420331,"Unit 0182 Box 2373, DPO AE 73754",2022-05-02,2023-05-05,Churned,6,Frequent Shopper,Ashleystad,Organic Search,2023-05-20,Yearly,MegaSpeaker,Electronics,Speaker,548,2023-03-26,4,6,Help place decade side technology catch.
851,Kevin Chan,87,M,South Robertfort,Sierra Leone,5560486231249295,"4000 Wiley Spur Suite 235, Perezborough, IL 22083",2022-05-31,2022-08-29,Churned,15,High Value,Aaronside,Referral,2022-09-29,Yearly,PantsFits,Clothing,Pants,627,2020-12-30,9,0,Interesting spring really receive growth agent.
852,Sarah Brady,150,F,Amandamouth,Chile,2244835800111206,"05407 Jacob Prairie Suite 363, Jonesville, PA 59463",2021-12-18,2021-12-31,Churned,4,Occasional Shopper,Joshuaborough,Organic Search,2022-08-13,Rarely,JacketWear,Clothing,Jacket,-85,2021-03-07,3,5,Message food bar school.
853,Tracy Johnson,0,M,Christinashire,Indonesia,2228021824732448,"565 Barrett Road, North Brent, ID 70603",2023-02-22,2023-03-19,Churned,3,Occasional Shopper,Lake Heather,Organic Search,2023-06-16,Yearly,TastySnacks,Grocery,Snacks,-19,2020-10-12,-4,5,Modern radio lot cell.
854,Emily Nguyen,150,F,Cassandramouth,Taiwan,2244305161387373,"873 David Plains, Gregoryton, NJ 85458",2022-10-21,2023-08-06,Active,15,High Value,Vincenthaven,Paid Ads,2023-08-25,Monthly,PhonePro,Electronics,Phone,325,2021-08-14,-3,1,Of here support join Mrs issue.
855,Lindsey Perez,-1,F,Lake Patrickside,Poland,2248348713766310,"762 Cruz Mall, Lisahaven, LA 52983",2023-04-06,2023-06-11,Active,8,Frequent Shopper,East David,Referral,2023-07-22,Yearly,ComfortChair,Furniture,Chair,631,2021-02-09,-5,1,Now report smile audience.
856,Michael Davenport,-4,M,Lindsayhaven,Chile,2255189653461060,"9264 Rodgers Square, New Laura, GA 97225",2023-05-28,2023-08-19,Active,9,Frequent Shopper,Danielhaven,Referral,2023-08-20,Monthly,VegetablesBurst,Grocery,Vegetables,603,2023-01-15,-4,-1,Place wonder rest play food number until yeah.
857,Rhonda Butler,89,F,Dominguezburgh,Seychelles,2226260751191093,"691 Owens Meadow Apt. 890, Murillotown, SD 88384",2022-07-02,2023-05-25,Churned,12,High Value,Cameronville,Referral,2023-06-16,Yearly,LaptopPro,Electronics,Laptop,86,2022-08-04,2,0,Part person message standard stock.
858,Jacob Roberts,150,F,New Philip,Nepal,2295696935614490,"323 Butler Center, Richardchester, DC 93242",2022-04-03,2023-08-10,Active,5,Occasional Shopper,Port Justin,Referral,2023-08-21,Monthly,ComfortChair,Furniture,Chair,351,2023-03-01,5,1,Play choice discussion.
859,Joan Jones,-4,F,Hallhaven,Vietnam,2701345682939464,"PSC 8666, Box 8121, APO AE 02107",2022-01-31,2022-12-14,Churned,1,Occasional Shopper,Mathisville,Referral,2023-08-18,Yearly,ComfortTable,Furniture,Table,-38,2023-03-06,-2,6,Detail energy address speech serious never law.
860,Robert Craig,53,F,South Robertview,Lao People's Democratic Republic,2344788896812444,"42209 Angela Square, Murrayton, MA 77827",2022-07-25,2023-06-30,Active,14,High Value,Karastad,Referral,2023-07-03,Yearly,,Clothing,Jacket,421,2021-05-02,5,1,Join politics beyond range car its.
861,Robert Cantu,40,F,Willieshire,Honduras,2237115529617083,"102 Anthony Expressway, Pittsland, FL 50616",2021-12-20,2023-06-12,Active,2,Occasional Shopper,East Teresaville,Organic Search,2023-07-08,Yearly,PantsWear,Clothing,Pants,-78,2020-12-29,-1,2,If heart dog walk mind letter.
862,Geoffrey Smith,150,F,West Lisa,Guernsey,2268941822636419,"37310 Hernandez Flat Apt. 377, Heathermouth, ND 83400",2022-08-10,2022-08-28,Churned,6,Frequent Shopper,North Emily,Organic Search,2023-04-04,Yearly,ComfortTable,Furniture,Table,-16,2021-09-11,-1,1,Car cause sometimes paper in.
